Review,Liked
The restaurant had a strong unpleasant odor.,No
The staff was disinterested and lacked enthusiasm.,No
The portions were inconsistent and lacked value.,No
The restaurant had unclean tables and sticky surfaces.,No
The waiters were unhelpful and had poor knowledge of the menu.,No
The food was undercooked and raw.,No
The restaurant had limited options for dietary restrictions.,No
The staff was slow to address issues and unapologetic.,No
The portions were meager and left us wanting more.,No
The restaurant had outdated and uncomfortable seating.,No
The waiters were inattentive and seldom checked on us.,No
The food was overseasoned and overwhelmed with spices.,No
The restaurant had unappetizing and poorly presented dishes.,No
The staff was unaccommodating and inflexible.,No
The portions were overpriced and not worth the value.,No
The restaurant had a noisy and chaotic atmosphere.,No
The waiters were impolite and lacked basic manners.,No
The food was greasy and heavy.,No
The restaurant had slow service and lengthy delays.,No
The staff was unresponsive and unattentive.,No
The portions were insufficient and left us unsatisfied.,No
The restaurant had dirty utensils and stained tablecloths.,No
The waiters were unhelpful and dismissive of our concerns.,No
The food was tasteless and lacked flavor.,No
The restaurant had limited vegetarian options and poor alternatives.,No
The staff was untrained and unfamiliar with the menu.,No
The portions were skimpy and left us hungry.,No
The restaurant had unclean restrooms and unpleasant odors.,No
The waiters were slow and forgetful with our orders.,No
The food was poorly cooked and tasted burnt.,No
The restaurant had a cold and unwelcoming ambiance.,No
The staff was unfriendly and provided poor customer service.,No
The portions were insufficient and left us unsatisfied.,No
The restaurant had unclean and sticky menus.,No
The waiters were inattentive and rarely checked on us.,No
The food was tasteless and lacked seasoning.,No
The restaurant had limited choices for vegetarians and vegans.,No
The staff was unhelpful and seemed disinterested.,No
The portions were small and not worth the price.,No
The restaurant had uncomfortable seating and cramped tables.,No
The waiters were unprofessional and lacked proper etiquette.,No
The food was overpriced and lacked quality ingredients.,No
The restaurant had poor ventilation and stuffy air.,No
The staff was disorganized and mixed up our orders.,No
The portions were skimpy and not filling.,No
The restaurant had dirty menus and sticky surfaces.,No
The waiters were inattentive and rarely checked on us.,No
The food was tasteless and lacked seasoning.,No
The restaurant had limited choices for vegetarians and vegans.,No
The staff was rude and unhelpful in resolving issues.,No
The portions were inconsistent and not filling.,No
The restaurant had uncomfortable chairs and cramped spaces.,No
The waiters were impolite and impatient with us.,No
The food was underwhelming and lacked creativity.,No
The restaurant had slow service and frequent mistakes in orders.,No
The staff was apathetic and lacked enthusiasm.,No
The portions were small and left us unsatisfied.,No
The restaurant had unclean and sticky menus.,No
The waiters were inattentive and rarely checked on us.,No
The food was overcooked and dry.,No
The restaurant had a dull and uninviting ambiance.,No
The staff was unresponsive and did not address our concerns.,No
The portions were inadequate and left us hungry.,No
The restaurant had dirty dishes and stained silverware.,No
The waiters were unfriendly and lacked basic courtesy.,No
The food was tasteless and lacked flavor.,No
The restaurant had limited options for dietary restrictions.,No
The staff was slow and seemed disinterested in serving us.,No
The portions were tiny and left us wanting more.,No
The restaurant had uncomfortable seating and cramped tables.    ,No
The food was greasy and oily.,No
The restaurant had slow service and rude staff.,No
The portions were ridiculously small.,No
The waiters were inattentive and careless.,No
The food was cold and tasteless.,No
The restaurant had a dirty and unkempt atmosphere.,No
The staff was unprofessional and had poor communication.,No
The portions were overpriced and not worth it.,No
The restaurant had a lack of hygiene and cleanliness.,No
The waiters were unfriendly and lacked manners.,No
The food was stale and seemed old.,No
The restaurant had limited menu options and poor variety.,No
The staff was slow and inefficient.,No
The portions were disappointing and left us unsatisfied.,No
The restaurant had a noisy and chaotic environment.,No
The waiters were untrained and made mistakes with orders.,No
The food was tasteless and lacked any seasoning.,No
The restaurant had unappetizing and poorly presented dishes.,No
The staff was unresponsive and did not address our concerns.,No
The portions were inadequate and left us hungry.,No
The restaurant had dirty tables and sticky surfaces.,No
The waiters were impolite and seemed disinterested.,No
The food was overcooked and dry.,No
The restaurant had a cold and unwelcoming ambiance.,No
The staff was unhelpful and provided poor service.,No
The portions were small and not worth the price.,No
The restaurant had uncomfortable seating and limited space.,No
The waiters were unprofessional and lacked basic etiquette.,No
The food was tasteless and lacked any flavor.,No
The restaurant had poor ventilation and stuffy air.,No
The staff was disorganized and had difficulty managing orders.,No
The portions were skimpy and left us unsatisfied.,No
The restaurant had dirty restrooms and unpleasant smells.,No
The waiters were slow and forgetful with our requests.,No
The food was poorly prepared and tasted awful.,No
The restaurant had a dull and uninviting atmosphere.,No
The staff was unfriendly and showed no hospitality.,No
The portions were insufficient and left us wanting more.,No
The restaurant had unclean utensils and stained tablecloths.,No
The waiters were rude and dismissive of our complaints.,No
The food was bland and lacked any taste.,No
The restaurant had limited vegetarian options and poor substitutes.,No
The staff was untrained and had little knowledge of the menu.,No
The portions were meager and left us feeling hungry.,No
The restaurant had unclean facilities and neglected cleanliness.,No
The waiters were slow and inattentive to our needs.,No
The food was underwhelming and did not meet our expectations.,No
The restaurant had a loud and uncomfortable environment.,No
The staff was uninterested and showed no enthusiasm.,No
The portions were small and not worth the value.,No
The restaurant had uncomfortable seating and cramped tables.,No
The waiters were unprofessional and lacked proper training.,No
The food was overpriced and not worth the money.,No
The restaurant had poor ventilation and stuffy air.,No
The staff was disorganized and made errors with orders.,No
The portions were skimpy and left us unsatisfied.,No
The restaurant had dirty menus and sticky surfaces.,No
The waiters were inattentive and rarely checked on us.,No
The food was tasteless and lacked seasoning.,No
The restaurant had limited choices for vegetarians and vegans.,No
The staff was unhelpful and seemed disinterested.,No
The portions were small and not worth the price.,No
The restaurant had uncomfortable seating and cramped tables.,No
The waiters were unprofessional and lacked proper etiquette.,No
The food was overpriced and lacked quality ingredients.,No
The restaurant had poor ventilation and stuffy air.,No
The staff was disorganized and mixed up our orders.,No
The portions were skimpy and not filling.,No
The restaurant had dirty menus and sticky surfaces.,No
The waiters were inattentive and rarely checked on us.,No
The food was tasteless and lacked seasoning.,No
The restaurant had limited choices for vegetarians and vegans.,No
The staff was rude and unhelpful in resolving issues.,No
The portions were inconsistent and not filling.,No
The restaurant had uncomfortable chairs and cramped spaces.,No
The waiters were impolite and impatient with us.,No
The food was underwhelming and lacked creativity.,No
The restaurant had slow service and frequent mistakes in orders.,No
The staff was apathetic and lacked enthusiasm.,No
The portions were small and left us unsatisfied.,No
The restaurant had unclean and sticky menus.,No
The waiters were inattentive and rarely checked on us.,No
The food was overcooked and dry.,No
The restaurant had a dull and uninviting ambiance.,No
The staff was unresponsive and did not address our concerns.,No
The portions were inadequate and left us hungry.,No
The restaurant had dirty dishes and stained cutlery.,No
The waiters were unfriendly and lacked basic courtesy.,No
The food was tasteless and lacked flavor.,No
The restaurant had limited options for dietary restrictions.,No
The staff was slow and seemed disinterested in serving us.,No
The portions were tiny and left us wanting more.,No
The restaurant had uncomfortable seating and cramped tables.,No
The food was overpriced and not worth the cost.,No
The restaurant had a noisy and chaotic atmosphere.,No
The staff was inattentive and rarely checked on us.,No
The portions were meager and left us unsatisfied.,No
The restaurant had dirty restrooms and unpleasant odors.,No
The waiters were slow and forgetful with our orders.,No
The food was poorly cooked and tasted burnt.,No
The restaurant had a cold and unwelcoming ambiance.,No
The staff was unfriendly and lacked basic manners.,No
The portions were insufficient and left us hungry.,No
The restaurant had unclean utensils and stained tablecloths.,No
The waiters were rude and dismissive of our concerns.,No
The food was bland and lacked flavor.,No
The restaurant had limited vegetarian options and poor alternatives.,No
The staff was untrained and unfamiliar with the menu.,No
The portions were skimpy and left us hungry.,No
The restaurant had unclean restrooms and unpleasant odors.,No
The waiters were slow and forgetful with our orders.,No
The food was poorly cooked and tasted burnt.,No
The restaurant had rude and unhelpful staff.,No
"The food was overcooked and dry, lacking moisture.",No
The portions were ridiculously small for the price.,No
The waiters were slow and seemed disinterested in serving.,No
The restaurant had a dirty and unsanitary dining area.,No
The staff was unprofessional and lacked proper training.,No
The food was bland and lacked any distinct flavor.,No
The restaurant had limited options for dietary restrictions.,No
The portions were meager and left us feeling unsatisfied.,No
The waiters were inattentive and rarely checked on us.,No
"The food was stale and tasted old, past its freshness.",No
The restaurant had a lack of atmosphere and felt impersonal.,No
The staff was slow to respond and didn't address our needs.,No
"The portions were disappointing, not worth the price paid.",No
The restaurant had an unpleasant smell throughout.,No
The waiters were rude and didn't provide good service.,No
"The food was poorly seasoned, lacking in taste and spices.",No
The restaurant had limited seating and cramped tables.,No
The staff was unresponsive and didn't attend to our concerns.,No
"The portions were inadequate, leaving us feeling hungry.",No
The restaurant had dirty and sticky menus.,No
"The waiters were inattentive, neglecting our requests.",No
"The food was underwhelming, falling short of expectations.",No
"The restaurant had a noisy environment, making conversation difficult.",No
The staff was unhelpful and didn't accommodate our needs.,No
The portions were small and not satisfying.,No
"The restaurant had uncomfortable seating, causing discomfort.",No
"The waiters were unprofessional, lacking proper etiquette.",No
"The food was overpriced, not justifying the cost.",No
"The restaurant had poor lighting, making it difficult to see.",No
"The staff was disorganized, leading to mistakes in orders.",No
"The portions were skimpy, leaving us wanting more.",No
The restaurant had unclean surfaces and neglected cleanliness.,No
"The waiters were slow and forgetful, mixing up orders.",No
The food was tasteless and lacked any enjoyable flavors.,No
"The restaurant had limited choices for vegetarians, lacking variety.",No
The staff was unhelpful and didn't provide good service.,No
"The portions were small, not filling or satisfying.",No
"The restaurant had uncomfortable chairs, causing discomfort.",No
The waiters were unprofessional and lacked basic manners.,No
The food was overpriced for the quality served.,No
"The restaurant had poor ventilation, making the air stuffy.",No
The staff was unenthusiastic and lacked warmth. ,No
The portions were small and left us feeling unsatisfied.,No
"The restaurant had dirty restrooms, unclean and unpleasant. ",No
"The waiters were slow and inattentive, neglecting our needs.",No
The food was poorly prepared and lacked proper cooking.,No
"The restaurant had a cold ambiance, lacking warmth and coziness.",No
The staff was unwelcoming and didn't provide good hospitality.,No
"The portions were insufficient, not enough to satisfy hunger.",No
"The restaurant had unclean utensils, leaving a bad impression.",No
"The waiters were rude and dismissive, not valuing customers.",No
The food was tasteless and lacked any distinctive taste.,No
The restaurant had limited options for dietary restrictions.,No
The staff was slow and seemed uninterested in serving us.,No
The portions were small and didn't match the price.,No
The restaurant had uncomfortable seating arrangements.,No
The waiters were unprofessional and lacked proper service.,No
The food was overpriced for the quality offered.,No
"The restaurant had poor ventilation, making the air stuffy.",No
The staff was disorganized and made mistakes with our orders.,No
The portions were skimpy and left us feeling unsatisfied.,No
The restaurant had dirty menus and neglected cleanliness.,No
The waiters were inattentive and seldom checked on us.,No
The food was tasteless and lacked seasoning or flavor.,No
The restaurant had limited choices for vegetarians and vegans.,No
The staff was unhelpful and appeared disinterested.,No
The portions were small and didn't justify the price.,No
The restaurant had uncomfortable seating and limited space.,No
The waiters were unprofessional and lacked proper manners.,No
The food was overpriced and didn't meet expectations.,No
The restaurant had poor ventilation and felt stuffy.,No
The staff was disorganized and made errors with our orders.,No
The portions were skimpy and didn't satisfy hunger.,No
The restaurant had dirty tables and neglected cleanliness.,No
The waiters were inattentive and rarely checked on us.,No
The food was tasteless and lacked seasoning or spices.,No
The restaurant had limited choices for vegetarians and vegans.,No
The staff was rude and unhelpful in resolving issues.,No
The portions were inconsistent and didn't satisfy.,No
The restaurant had uncomfortable chairs and cramped spaces.,No
The waiters were impolite and showed no patience.,No
The food was underwhelming and didn't impress.,No
The restaurant had slow service and frequent mistakes.,No
The staff was apathetic and lacked enthusiasm.,No
The portions were small and left us unsatisfied.,No
The restaurant had unclean menus and sticky surfaces.,No
The waiters were inattentive and rarely checked on us.,No
The food was overcooked and lacked juiciness.,No
The restaurant had a dull and uninspiring ambiance.,No
The staff was unresponsive and didn't address our concerns.,No
The portions were insufficient and left us wanting more.,No
The restaurant had dirty dishes and neglected cleanliness.,No
The waiters were unfriendly and lacked basic courtesy.,No
The food was tasteless and lacked any flavor.,No
The restaurant had limited options for dietary restrictions.,No
The staff was slow and appeared disinterested.,No
The portions were small and left us wanting more.,No
The restaurant had uncomfortable seating and cramped tables.,No
The waiters were unprofessional and lacked proper service.,No
The food was overpriced and didn't justify the cost.,No
The restaurant had a noisy and chaotic atmosphere.,No
The staff was inattentive and rarely checked on us.,No
The portions were meager and left us feeling unsatisfied.,No
The restaurant had dirty restrooms and unpleasant odors.,No
The waiters were slow and forgetful with our orders.,No
The food was poorly cooked and tasted burnt.,No
The restaurant had a cold and unwelcoming ambiance.,No
The service was extremely slow and inattentive. ,No
The food was tasteless and bland. ,No
The restaurant had dirty and unkempt facilities. ,No
The staff was rude and unprofessional. ,No
The portions were tiny and left us hungry. ,No
The restaurant had long wait times and poor organization. ,No
The waiters were negligent and forgot our orders. ,No
The food was overpriced and not worth the cost. ,No
The restaurant had a strong unpleasant odor. ,No
The staff was disinterested and lacked enthusiasm. ,No
The portions were inconsistent and lacked value. ,No
The restaurant had unclean tables and sticky surfaces. ,No
The waiters were unhelpful and had poor knowledge of the menu. ,No
The food was undercooked and raw. ,No
The restaurant had limited options for dietary restrictions. ,No
The staff was slow to address issues and unapologetic. ,No
The portions were meager and left us wanting more. ,No
The restaurant had outdated and uncomfortable seating. ,No
The waiters were inattentive and seldom checked on us. ,No
The food was overseasoned and overwhelmed with spices. ,No
The restaurant had unappetizing and poorly presented dishes. ,No
The staff was unaccommodating and inflexible. ,No
The portions were overpriced and not worth the value. ,No
The restaurant had a noisy and chaotic atmosphere. ,No
The waiters were impolite and lacked basic manners. ,No
The food was greasy and heavy. ,No
The restaurant had slow service and lengthy delays. ,No
The staff was unresponsive and unattentive. ,No
The portions were insufficient and left us unsatisfied. ,No
The restaurant had dirty utensils and stained tablecloths. ,No
The waiters were unhelpful and dismissive of our concerns. ,No
The food was tasteless and lacked flavor. ,No
The restaurant had limited vegetarian options and poor alternatives. ,No
The staff was untrained and unfamiliar with the menu. ,No
The portions were skimpy and left us hungry. ,No
The restaurant had unclean restrooms and unpleasant odors. ,No
The waiters were slow and forgetful with our orders. ,No
The food was poorly cooked and tasted burnt. ,No
The restaurant had a cold and unwelcoming ambiance. ,No
The staff was unfriendly and provided poor customer service. ,No
The portions were insufficient and left us unsatisfied. ,No
The restaurant had unclean and sticky menus. ,No
The waiters were inattentive and rarely checked on us. ,No
The food was tasteless and lacked seasoning. ,No
The restaurant had limited choices for vegetarians and vegans. ,No
The staff was unhelpful and seemed disinterested. ,No
The portions were small and not worth the price. ,No
The restaurant had uncomfortable seating and cramped tables. ,No
The waiters were unprofessional and lacked proper etiquette. ,No
The food was overpriced and lacked quality ingredients. ,No
The restaurant had poor ventilation and stuffy air. ,No
The staff was disorganized and mixed up our orders. ,No
The portions were skimpy and not filling. ,No
The restaurant had dirty menus and sticky surfaces. ,No
The waiters were inattentive and rarely checked on us. ,No
The food was tasteless and lacked seasoning. ,No
The restaurant had limited choices for vegetarians and vegans. ,No
The staff was rude and unhelpful in resolving issues. ,No
The portions were inconsistent and not filling. ,No
The restaurant had uncomfortable chairs and cramped spaces. ,No
The waiters were impolite and impatient with us. ,No
The food was underwhelming and lacked creativity. ,No
The restaurant had slow service and frequent mistakes in orders. ,No
The staff was apathetic and lacked enthusiasm. ,No
The portions were small and left us unsatisfied. ,No
The restaurant had unclean and sticky menus. ,No
The waiters were inattentive and rarely checked on us. ,No
The food was overcooked and dry. ,No
The restaurant had a dull and uninviting ambiance. ,No
The staff was unresponsive and did not address our concerns. ,No
The portions were inadequate and left us hungry. ,No
The restaurant had dirty dishes and stained silverware. ,No
The waiters were unfriendly and lacked basic courtesy. ,No
The food was tasteless and lacked flavor. ,No
The restaurant had limited options for dietary restrictions. ,No
The staff was slow and seemed disinterested in serving us. ,No
The portions were tiny and left us wanting more. ,No
The restaurant had uncomfortable seating and cramped tables. ,No
The food was overpriced and not worth the cost. ,No
The restaurant had a noisy and chaotic atmosphere. ,No
The staff was inattentive and rarely checked on us. ,No
The portions were meager and left us unsatisfied. ,No
The restaurant had dirty restrooms and unpleasant odors. ,No
The waiters were slow and forgetful with our orders. ,No
The food was poorly cooked and tasted burnt. ,No
The restaurant had a cold and unwelcoming ambiance. ,No
The staff was unfriendly and lacked basic manners. ,No
The portions were insufficient and left us hungry. ,No
The restaurant had unclean utensils and stained tablecloths. ,No
The waiters were rude and dismissive of our concerns. ,No
The food was bland and lacked flavor. ,No
The restaurant had limited vegetarian options and poor alternatives. ,No
The staff was untrained and unfamiliar with the menu. ,No
The portions were skimpy and left us hungry. ,No
The restaurant had unclean restrooms and unpleasant odors. ,No
The waiters were slow and forgetful with our orders. ,No
The food was poorly cooked and tasted burnt. ,No
